gene_id,pfam_accessions
gene-Uck,PF00485.25;PF13238.13
gene-Ucp4A,PF00153.33
gene-Uev1A,PF00179.32
gene-Ufc1,PF08694.17
gene-Ufd1-like,PF03152.22;PF24842.2
gene-Ufd4,PF00023.37;PF00632.31;PF06701.20;PF07738.20;PF12796.14;PF13606.13;PF13637.13;PF13857.13
gene-Ufl1,PF09743.15;PF23659.2;PF25041.2;PF25870.2
gene-Ufsp1,PF07910.20
gene-Ufsp2,PF07910.20;PF20908.3;PF26560.1
gene-Ugalt,PF00892.27;PF04142.22;PF08449.18
gene-Uggt,PF01501.27;PF06427.18;PF18400.8;PF18401.8;PF18402.8;PF18403.8;PF18404.8
gene-Ugt2,PF00201.25;PF06722.19
gene-Ugt50B3,PF00201.25;PF04101.23;PF06722.19
gene-Unc-115a,PF00412.29;PF02209.25
gene-Unc-76,PF07763.19
gene-Unc50,PF05216.19
gene-Unr,PF00313.29;PF14444.13;PF16745.12;PF23456.2
gene-Upf1,PF04851.22;PF09416.17;PF13086.13;PF13087.13;PF13245.13;PF13604.13;PF18141.8
gene-Upf2,PF02854.26;PF04050.21
gene-Upf3,PF03467.22
gene-Uqcc1,PF03981.18
gene-Uqcr11,PF08997.16
gene-Urm1,PF09138.18
gene-Uro,PF01014.24
gene-Urod,PF01208.24
gene-Uros1,PF02602.21
gene-Use1,PF09753.15
gene-Usf,PF00010.32
gene-Usp1,PF00443.36;PF13423.13
gene-Usp10,PF00443.36
gene-Usp12-46,PF00443.36;PF13423.13
gene-Usp14,PF00443.36;PF13423.13
gene-Usp15-31,PF00443.36;PF13423.13
gene-Usp16-45,PF00443.36;PF02148.26;PF13423.13
gene-Usp20-33,PF00443.36;PF02148.26;PF06337.18;PF13423.13
gene-Usp30,PF00443.36;PF13423.13
gene-Usp32,PF00036.39;PF00443.36;PF06337.18;PF13202.13;PF13405.13;PF13423.13;PF13499.13;PF13833.13;PF25265.1
gene-Usp39,PF00443.36;PF02148.26
gene-Usp5,PF00443.36;PF00627.38;PF02148.26;PF13423.13;PF17807.8;PF22562.3
gene-Usp7,PF00443.36;PF00917.33;PF12436.15;PF13423.13;PF14533.13;PF22486.3
gene-Utx,PF00515.35;PF02373.29;PF07719.24;PF13181.13;PF13431.13;PF21322.3;PF21326.5
gene-Uxs,PF01073.26;PF01370.28;PF04321.24;PF07993.19;PF16363.12
gene-Uxt,PF02996.23
gene-VAChT,PF07690.22
gene-VATPc,PF00137.27
gene-VGAT,PF01490.25
gene-VGlut,PF07690.22
gene-VIG,PF04774.21;PF16174.11
gene-ValRS,PF00133.29;PF08264.20;PF09334.18;PF13603.13
gene-ValRS-m,PF00133.29;PF08264.20;PF09334.18;PF13603.13
gene-Vamp7,PF00957.28;PF13774.13
gene-Vang,PF06638.17
gene-Vap33,PF00635.33
gene-Varp,PF00023.37;PF02204.24;PF12796.14;PF13606.13;PF13637.13;PF13857.13;PF24521.3
gene-Vav,PF00017.31;PF00018.35;PF00130.29;PF00169.36;PF00307.37;PF00621.26;PF11971.14;PF15411.13;PF22697.3
gene-Vdup1,PF00339.35;PF02752.28
gene-Vha100-2,PF01496.25
gene-Vha13,PF03179.21
gene-Vha14-1,PF01990.23
gene-Vha26,PF01991.24
gene-Vha44,PF03223.21
gene-Vha55,PF00006.32;PF02874.30;PF22919.2
gene-VhaAC39-1,PF01992.22
gene-VhaAC45,PF05827.18;PF20520.4
gene-VhaPPA1-1,PF00137.27
gene-VhaSFD,PF00514.30;PF03224.21;PF04826.20;PF11698.15
gene-Vhl,PF01847.23
gene-Vkor,PF07884.20
gene-Vlg,PF00270.36;PF00271.38;PF04851.22
gene-Vps11,PF23266.2;PF23341.2;PF23356.2
gene-Vps13,PF02224.25;PF12624.15;PF25033.2;PF25036.3;PF25037.2;PF28257.1
gene-Vps13B,PF12624.15
gene-Vps13D,PF12624.15;PF25033.2;PF25036.3
gene-Vps15,PF00069.32;PF00400.39;PF02985.29;PF22956.3;PF23098.2;PF23381.2;PF23414.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25173.2;PF25174.2;PF25175.2
gene-Vps16A,PF04840.19;PF04841.20
gene-Vps2,PF03357.27
gene-Vps20,PF03357.27
gene-Vps24,PF03357.27
gene-Vps26,PF03643.21
gene-Vps28,PF03997.18
gene-Vps29,PF00149.34;PF12850.13
gene-Vps33B,PF00995.29
gene-Vps35,PF03635.24;PF27614.1
gene-Vps36,PF04157.23;PF11605.15
gene-Vps37B,PF07200.19
gene-Vps39,PF00637.27;PF00780.29;PF10366.16;PF10367.16;PF23556.2
gene-Vps4,PF00004.36;PF04212.25;PF06068.20;PF09336.17;PF17862.8
gene-Vps45,PF00995.29
gene-Vps50,PF10474.16;PF10475.16
gene-Vps51,PF04124.19;PF08700.18;PF15469.13
gene-Vps52,PF04129.19;PF09763.16;PF20655.4
gene-Vps53,PF04100.19;PF06046.20;PF16854.12
gene-Vps60,PF03357.27
gene-Vps8,PF23410.5
gene-Vta1,PF04652.22;PF18097.7
gene-Vti1a,PF05008.22;PF12352.14
gene-WDR79,PF00400.39;PF23381.2;PF23414.2;PF24105.2;PF24782.3;PF24796.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25391.2;PF25460.2
gene-Wbp2,PF02893.27
gene-Wdfy2,PF00400.39;PF01363.28;PF23342.2;PF23381.2;PF23383.2;PF23393.3;PF23409.2;PF23414.2;PF23798.2;PF24105.2;PF24782.3;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25048.2;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25391.2
gene-Wdr24,PF00400.39;PF16755.12;PF21720.4;PF23098.2;PF23381.2;PF23383.2;PF23389.2;PF23393.3;PF23409.2;PF23414.2;PF23609.2;PF23775.2;PF24105.2;PF24782.3;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25391.2;PF25460.2
gene-Wdr37,PF00400.39;PF20426.5;PF23098.2;PF23381.2;PF23393.3;PF23409.2;PF23414.2;PF23775.2;PF23869.2;PF24017.3;PF24105.2;PF24782.3;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25048.2;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25178.1;PF25391.2;PF25460.2
gene-Wdr59,PF00400.39;PF17120.12;PF23414.2;PF23609.2;PF23775.2;PF23869.2;PF24105.2;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25168.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25391.2
gene-Wdr62,PF00400.39;PF12894.14;PF23098.2;PF23341.2;PF23342.2;PF23381.2;PF23383.2;PF23389.2;PF23393.3;PF23409.2;PF23410.5;PF23414.2;PF23609.2;PF23756.2;PF23869.2;PF24017.3;PF24105.2;PF24780.2;PF24782.3;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25391.2;PF25460.2
gene-Wdr81,PF00400.39;PF02138.24;PF23381.2;PF23409.2;PF23414.2;PF24782.3;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25391.2
gene-Wdr82,PF00400.39;PF12894.14;PF23098.2;PF23342.2;PF23381.2;PF23389.2;PF23393.3;PF23409.2;PF23414.2;PF23419.3;PF23609.2;PF23775.2;PF23798.2;PF23869.2;PF24105.2;PF24780.2;PF24782.3;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25048.2;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25391.2;PF25460.2
gene-Wdr92,PF00400.39;PF23098.2;PF23381.2;PF23393.3;PF23409.2;PF23414.2;PF23609.2;PF23775.2;PF24782.3;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2
gene-Wnk,PF00069.32;PF07714.24;PF12202.15;PF24889.1
gene-Wnt10,PF00110.25
gene-Wnt2,PF00110.25
gene-Wnt4,PF00110.25
gene-Wnt6,PF00110.25
gene-Wwox,PF00106.32;PF00397.33;PF08659.17;PF13561.13
gene-XRCC1,PF00533.34;PF01834.23;PF12738.14;PF16589.13;PF16759.13
gene-Xbp1,PF00170.27;PF07716.21
gene-Xdh2,PF00111.33;PF00941.28;PF01315.28;PF01799.26;PF02738.24;PF03450.23;PF20256.4
gene-Xe7,PF25015.2
gene-Xpac,PF01286.24;PF05181.19
gene-Xpc,PF03835.22;PF10403.15;PF10405.16
gene-Xpd,PF04851.22;PF06733.22;PF06777.18;PF13307.13
gene-Y-b,PF03022.23
gene-Y-c,PF03022.23
gene-Y-d,PF03022.23
gene-Y-e,PF03022.23
gene-Y-fb,PF03022.23
gene-Y-y,PF03022.23
gene-YL-1,PF05764.19;PF08265.17
gene-YME1L,PF00004.36;PF01434.25;PF07728.21;PF17862.8
gene-Yif1,PF03878.21
gene-Yipf6,PF04893.23
gene-Yippee,PF03226.22
gene-Ykt6,PF00957.28;PF13774.13
gene-Yod1,PF02338.26;PF21403.5;PF24560.2
gene-Ypel,PF03226.22
gene-Ythdc1,PF04146.22
gene-Ythdf,PF04146.22
gene-Zasp52,PF00412.29;PF00595.30;PF13180.13;PF15936.11;PF17820.8
gene-Zasp66,PF00595.30;PF15936.11
gene-Zdhhc8,PF01529.26
gene-Zfrp8,PF01753.25;PF04194.19
gene-Zip102B,PF02535.29
gene-Zip48C,PF02535.29
gene-Zip71B,PF02535.29;PF21116.4
gene-Zip88E,PF02535.29
gene-Zip89B,PF02535.29
gene-Zip99C,PF02535.29
gene-Zir,PF06920.20;PF11878.14;PF14429.13;PF20421.5;PF20422.4;PF28208.1
gene-Ziz,PF00169.36;PF06920.20;PF11878.14;PF14429.13;PF20421.5;PF20422.4;PF28208.1
gene-Zmynd10,PF01753.25
gene-Zn72D,PF07528.21;PF12171.15;PF12874.14;PF20965.3
gene-ZnT49B,PF01545.27
gene-ZnT63C,PF01545.27;PF16916.12
gene-ZnT77C,PF01545.27
gene-ZnT86D,PF01545.27
gene-Zpr1,PF03367.20;PF22794.2
gene-Zw,PF00479.29;PF02781.22
gene-Zw10,PF20665.4;PF20666.4;PF22766.3
gene-Zwilch,PF09817.15
gene-_Bre2,PF01762.28
gene-_Bre3,PF13632.13
gene-_Bre4,PF02709.21;PF13733.13
gene-aPKC,PF00069.32;PF00130.29;PF00433.30;PF07714.24
gene-aay,PF00702.33;PF12710.14
gene-ab,PF00096.33;PF00651.38
gene-abd-A,PF00046.36;PF12407.13
gene-abo,PF09737.15
gene-abs,PF00270.36;PF00271.38
gene-ac,PF00010.32
gene-ace1,PF00135.35;PF07859.20;PF20434.6
gene-ace2,PF00135.35;PF07859.20;PF20434.6
gene-acj6,PF00046.36;PF00157.24
gene-adp,PF00400.39;PF00515.35;PF12894.14;PF13414.13;PF20426.5;PF23098.2;PF23342.2;PF23381.2;PF23393.3;PF23409.2;PF23414.2;PF23609.2;PF24105.2;PF24796.2;PF24797.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25391.2
gene-ae3,PF00135.35;PF20434.6
gene-ae48,PF00135.35;PF07859.20;PF20434.6
gene-aft,PF01728.26
gene-ago,PF00400.39;PF00646.39;PF11715.17;PF12894.14;PF12937.13;PF13570.14;PF20426.5;PF23342.2;PF23381.2;PF23393.3;PF23409.2;PF23414.2;PF23609.2;PF23760.2;PF23761.2;PF23775.2;PF23798.2;PF23869.2;PF24017.3;PF24105.2;PF24782.3;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25048.2;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25178.1;PF25391.2;PF25460.2
gene-aif,PF07992.21;PF14721.13
gene-ais,PF00270.36;PF00271.38;PF04851.22
gene-alc,PF04739.21;PF16561.12
gene-alien,PF01399.34;PF25983.1
gene-alka,PF02931.29;PF02932.22
gene-alph,PF00481.27;PF07830.19;PF13672.12
gene-alpha-Cat,PF01044.26
gene-alpha-Catr,PF01044.26
gene-alpha-Man-IIa,PF01074.29;PF07748.20;PF09261.17
gene-alpha-Man-IIb,PF01074.29;PF07748.20;PF09261.17
gene-alpha-Man-Ib,PF01532.27
gene-alpha-PheRS,PF01409.26;PF18552.8;PF18553.8;PF18554.8
gene-alpha-Spec,PF00018.35;PF00036.39;PF00435.28;PF07653.24;PF08726.17;PF13202.13;PF13405.13;PF13499.13;PF13833.13;PF14604.13
gene-alphaCOP,PF00400.39;PF04053.21;PF06957.18;PF12894.14;PF23098.2;PF23381.2;PF23393.3;PF23409.2;PF23414.2;PF23419.3;PF23609.2;PF23761.2;PF23869.2;PF23953.2;PF24017.3;PF24105.2;PF24780.2;PF24782.3;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25048.2;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25178.1;PF25391.2
gene-alphaSnap,PF02071.27;PF07719.24;PF13424.13;PF14938.13
gene-amon,PF00082.28;PF01483.28;PF16470.11
gene-amrt,PF05154.22
gene-amx,PF05154.22
gene-an-0128,PF06585.18
gene-an-0147,PF06585.18
gene-an-0895,PF06585.18
gene-ana1,PF28375.1
gene-anchor,PF00610.28;PF03547.24
gene-anne,PF00122.26;PF00702.33;PF12409.14;PF13246.13
gene-aop,PF00178.30;PF02198.24
gene-aos,PF11581.14
gene-ap,PF00046.36;PF00412.29
gene-aph-1,PF06105.18
gene-apolpp,PF00094.31;PF01347.29;PF09172.17
gene-app,PF01529.26
gene-aralar1,PF00036.39;PF00153.33;PF13202.13;PF13405.13;PF13499.13;PF13833.13
gene-arg,PF00491.27
gene-ari-1,PF01485.28;PF13923.13;PF19422.5;PF21235.5;PF22191.3;PF22605.3
gene-ari-2,PF01485.28;PF19422.5;PF22191.3;PF22605.3;PF26000.2
gene-arm,PF00514.30;PF01602.27;PF02985.29;PF05804.18;PF12717.14;PF13646.13;PF24768.2;PF25598.2
gene-arr,PF00057.24;PF00058.24;PF01731.27;PF08450.19;PF14670.13;PF16472.13;PF24468.2
gene-asf1,PF04729.20
gene-ash1,PF00856.34;PF01426.25;PF17907.8
gene-ash2,PF00622.37;PF21198.4;PF21257.4
gene-asp,PF00307.37;PF00612.34;PF15780.12
gene-aspr,PF00008.34;PF12947.14;PF21164.3
gene-ast,PF12813.13;PF27242.1;PF27698.1
gene-asun,PF10221.15
gene-ath,PF00270.36;PF00271.38;PF04408.30;PF07717.23;PF13401.13;PF21010.3
gene-atk,PF00560.40;PF12799.14;PF13306.13;PF13855.13;PF14580.13;PF23211.1;PF23952.2;PF24758.2
gene-atl,PF02263.26
gene-atms,PF03985.19
gene-atos,PF13889.12;PF13915.12
gene-aub,PF02170.29;PF02171.24;PF23278.2
gene-aurB,PF00069.32;PF03109.23;PF07714.24;PF14531.13
gene-aus,PF23069.2;PF23070.2;PF23071.2;PF23073.2
gene-aux,PF00069.32;PF00226.37;PF07714.24;PF10409.16;PF14531.13
gene-ave,PF00536.38;PF02198.24;PF07647.25
gene-awd,PF00334.25
gene-axed,PF00651.38;PF07707.22
gene-axo,PF00008.34;PF00054.31;PF02210.32;PF13385.14
gene-babo,PF00069.32;PF01064.31;PF07714.24;PF08515.18
gene-baf,PF02961.23
gene-bai,PF01105.30
gene-ball,PF00069.32;PF07714.24
gene-barc,PF00076.29
gene-bark,PF00530.24;PF05473.19;PF13229.13;PF15494.12
gene-barr,PF05786.20
gene-baz,PF00595.30;PF12053.15;PF13180.13;PF17820.8
gene-bbc,PF01066.27
gene-bbg,PF00595.30;PF13180.13;PF17820.8
gene-bbx,PF00505.26;PF09011.17
gene-bc10,PF06726.18
gene-bchs,PF00400.39;PF01363.28;PF02138.24;PF14844.13;PF20426.5;PF23295.2;PF23381.2;PF23409.2;PF24814.2;PF24817.2;PF25173.2;PF25174.2;PF25175.2;PF25391.2
gene-bcn92,PF05347.22;PF13233.13;PF23511.2
gene-bdg,PF00209.25
gene-bdl,PF00041.28;PF00047.32;PF07679.23;PF07686.24;PF13895.13;PF13927.13
gene-be2,PF00135.35;PF07859.20;PF20434.6
gene-beag,PF07807.17;PF07808.19
gene-beat-IIIc,PF07686.24;PF08205.19;PF13895.13;PF13927.13
gene-beg,PF00698.27
gene-bel,PF00270.36;PF00271.38
gene-bent,PF00041.28;PF00047.32;PF00069.32;PF01108.24;PF07495.20;PF07654.22;PF07679.23;PF07686.24;PF07714.24;PF08205.19;PF10179.16;PF11465.15;PF13895.13;PF13927.13;PF16655.13;PF16656.12;PF16893.12;PF21605.4;PF22854.3;PF22971.3;PF23376.2;PF24312.2;PF24489.2;PF24943.1;PF25059.2;PF25300.1;PF25305.2;PF25788.3;PF25833.1;PF28033.1;PF28321.1
gene-beta'COP,PF00400.39;PF04053.21;PF12894.14;PF20426.5;PF23341.2;PF23342.2;PF23381.2;PF23383.2;PF23393.3;PF23409.2;PF23414.2;PF23609.2;PF23756.2;PF23775.2;PF23869.2;PF23953.2;PF24017.3;PF24105.2;PF24780.2;PF24782.3;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25048.2;PF25168.2;PF25171.2;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25178.1;PF25391.2;PF25460.2
gene-beta-Man,PF22666.3
gene-beta-PheRS,PF03483.23;PF03484.22;PF17759.7;PF18262.8
gene-beta3GalTII,PF01762.28
gene-betaCOP,PF01602.27;PF07718.19;PF12717.14;PF14806.12
gene-betaggt-I,PF00432.28
gene-betaggt-II,PF00432.28
gene-bib,PF00230.26
gene-bic,PF01849.24
gene-bigmax,PF00010.32
gene-bisc,PF05154.22
gene-black,PF00282.26
gene-blp,PF03656.19
gene-blw,PF00006.32;PF00306.33;PF02874.30
gene-bma,PF00069.32;PF07714.24
gene-bmm,PF01734.28;PF13516.13;PF27087.1
gene-bnl,PF00167.25
gene-boca,PF10185.15
gene-boi,PF00041.28;PF00047.32;PF07679.23;PF07686.24;PF08205.19;PF13895.13;PF13927.13;PF16656.12;PF16680.12;PF22971.3;PF25059.2
gene-bon,PF00439.31;PF00628.36;PF00643.30;PF22586.2
gene-bonsai,PF00312.28
gene-bor,PF00004.36;PF12037.14
gene-bora,PF15280.12
gene-botv,PF03016.21;PF09258.17
gene-bou,PF17064.12
gene-bowl,PF00096.33;PF12874.14;PF13465.13;PF13894.13;PF13912.13
gene-br,PF00651.38;PF05605.19;PF13894.13
gene-brP-1649,PF06585.18
gene-brP-2095,PF06585.18
gene-brat,PF00643.30;PF01436.28;PF13445.13;PF17170.11
gene-brk,PF09607.17;PF13518.13
gene-bru3,PF00076.29;PF16367.12;PF25701.1
gene-brun,PF08626.17;PF26251.1;PF26254.1;PF26280.1;PF26282.1;PF26283.1
gene-bs,PF00319.24
gene-bsf,PF01535.27;PF12854.14;PF13041.13;PF13812.13;PF14559.13;PF17177.11;PF23276.3
gene-bsk,PF00069.32;PF07714.24
gene-btv,PF00004.36;PF07728.21;PF08393.19;PF12774.14;PF12777.12;PF12780.14;PF12781.14;PF13401.13;PF18198.8;PF20720.4;PF22597.3
gene-btz,PF09405.16
gene-bug,PF00085.27
gene-bur,PF00117.35;PF00958.28;PF02540.24;PF03054.23;PF06508.20;PF07722.20
gene-bwa,PF05875.19
gene-by,PF00017.31;PF08416.20;PF10409.16
gene-byn,PF00907.28
gene-bys,PF05291.17
gene-c11.1,PF02985.29;PF10363.16;PF13646.13;PF21047.4;PF23210.2;PF23221.2;PF23227.2
gene-c12.1,PF04889.18
gene-c12.2,PF07724.21;PF07728.21;PF13191.13;PF13401.13
gene-cN-IIIB,PF05822.19
gene-ca,PF00415.25;PF13540.13;PF25384.2;PF25390.2
gene-cac,PF00520.38;PF08016.19;PF08763.18;PF16905.11
gene-cact,PF00023.37;PF12796.14;PF13606.13;PF13637.13;PF13857.13
gene-cactin,PF09732.15;PF10312.15
gene-cad,PF00046.36
gene-calypso,PF01088.28;PF18031.7
gene-capt,PF08603.17;PF21938.2
gene-capu,PF02181.29
gene-car,PF00995.29
gene-carmine,PF00928.27
gene-cas,PF26743.1
gene-casp,PF00240.30;PF00789.27;PF14555.13;PF14560.13;PF21021.4
gene-cass,PF05918.18
gene-cbc,PF06807.20;PF16573.11;PF16575.12
gene-cbt,PF00096.33;PF13465.13;PF13894.13
gene-ccdc25,PF05670.19
gene-cd,PF03098.21
gene-cdi,PF00069.32;PF07714.24
gene-cdm,PF03810.26;PF08389.19;PF18773.8;PF18806.8
gene-ced-6,PF00640.30
gene-centrocortin,PF27644.1
gene-cert,PF00169.36;PF01852.26;PF15409.14
gene-cg,PF00096.33;PF13465.13;PF13894.13;PF23561.2
gene-chb,PF02985.29;PF12348.15;PF12717.14;PF13513.13;PF20168.5;PF21041.4;PF23271.2;PF24714.2;PF24987.2;PF25757.2;PF25780.2;PF25782.3
gene-cher,PF00630.26;PF04151.22;PF07495.20;PF16586.12;PF23616.2
gene-chic,PF00235.26
gene-chico,PF00169.36;PF02174.24
gene-chif,PF07535.19
gene-chm,PF01530.24;PF01853.25;PF17772.8
gene-chp,PF00560.40;PF12799.14;PF13306.13;PF13516.13;PF13855.13;PF14580.13;PF23211.1;PF23598.2;PF24048.2
gene-ci,PF00096.33;PF13465.13;PF16159.11;PF21816.4;PF23561.2
gene-cib,PF01290.26
gene-cic,PF00505.26;PF09011.17;PF16090.13;PF25981.1
gene-cin,PF00994.30;PF03453.23;PF03454.21
gene-ck,PF00063.28;PF00373.24;PF00612.34;PF00784.23;PF00788.30;PF02174.24;PF09379.17;PF21989.3;PF21998.3;PF24123.2;PF24522.2
gene-ckn,PF00536.38;PF07647.25
gene-clu,PF12807.13;PF13236.12;PF13374.13;PF13424.13;PF15044.12
gene-cn,PF01266.31;PF01494.26
gene-cni,PF03311.20
gene-cnir,PF03311.20
gene-cnk,PF00169.36;PF00536.38;PF07647.25
gene-cnn,PF07989.17
gene-cno,PF00498.32;PF00595.30;PF00788.30;PF01843.26;PF17820.8;PF23010.3;PF26705.1
gene-colt,PF00153.33
gene-conu,PF00620.33;PF26701.1
gene-conv,PF00560.40;PF12799.14;PF13306.13;PF13516.13;PF13855.13;PF14580.13;PF23952.2
gene-coro,PF00400.39;PF08953.18;PF12894.14;PF16300.12;PF23381.2;PF23414.2;PF23775.2;PF24105.2;PF24796.2;PF24805.2;PF24807.2;PF24814.2;PF24817.2;PF25047.1;PF25172.2;PF25173.2;PF25174.2;PF25175.2;PF25391.2;PF25460.2
gene-cos,PF00225.30;PF16796.12
gene-cpa,PF01267.23
gene-cpb,PF01115.23
gene-cpo,PF00076.29
gene-cpx,PF05835.18
gene-crb,PF00008.34;PF00054.31;PF02210.32;PF07645.22;PF07974.20;PF12661.14;PF25024.1
gene-crc,PF00170.27
gene-crim,PF17064.12
gene-crm,PF27753.1
gene-crn,PF02184.23;PF05843.21;PF07719.24;PF08311.19;PF13174.13;PF13424.13;PF13428.13;PF13431.13;PF13432.13;PF14559.13;PF23231.2;PF23233.2;PF23240.2;PF23241.2;PF23914.2
gene-croc,PF00250.25
gene-crok,PF17064.12
gene-crp,PF00010.32
gene-cry,PF00875.25;PF03441.20
gene-cry2,PF00875.25;PF03441.20
gene-csul,PF05185.23;PF17285.9;PF17286.8
gene-csw,PF00017.31;PF00102.33
gene-cta,PF00025.28;PF00503.27
gene-ctrip,PF00632.31;PF02825.27;PF25579.2
gene-cts,PF00083.31;PF07690.22
gene-cue,PF00058.24;PF25024.1
gene-cut,PF00046.36;PF02376.22
gene-cutlet,PF00004.36;PF25361.2
gene-cv,PF04668.18;PF23782.2
gene-cv-2,PF00093.25;PF00094.31;PF08742.17;PF23334.2;PF25028.2
gene-cv-c,PF00620.33;PF01852.26
gene-cv-d,PF01347.29;PF09172.17
gene-cwo,PF00010.32;PF07527.19
gene-cyc,PF00010.32;PF00989.32;PF08447.19;PF08448.17;PF13426.14;PF14598.13;PF21353.4
gene-cycD,PF00134.29;PF02984.25
gene-cyp33,PF00076.29;PF00160.27
gene-cype,PF02937.21
gene-cyr,PF25057.2
gene-cyst,PF00621.26;PF17838.8
gene-cysu,PF03098.21
gene-d4,PF14051.12
gene-dUTPase,PF00692.25;PF22769.2
gene-da,PF00010.32
gene-dac,PF02437.24
gene-dachs,PF00063.28
gene-dally,PF01153.26
gene-dare,PF07992.21;PF13450.13
gene-daw,PF00019.26
gene-dbe,PF17903.8;PF21800.5;PF22891.3
gene-dbf,PF12171.15;PF12874.14
gene-dbo,PF00651.38;PF01344.32;PF07646.22;PF07707.22;PF13415.13;PF13964.13;PF24681.2;PF24981.2;PF24996.1;PF25210.2
gene-dco,PF00069.32;PF07714.24;PF10545.16;PF17667.8
gene-dcr-2,PF00035.33;PF00270.36;PF00271.38;PF00636.32;PF02170.29;PF03368.20;PF04851.22;PF14622.12;PF20931.3;PF20932.4
gene-deltaCOP,PF00928.27
gene-dgo,PF00023.37;PF12796.14;PF13606.13;PF13637.13;PF13857.13;PF24521.3
gene-dgt1,PF13891.12
gene-dia,PF02181.29;PF06345.17;PF06346.18;PF06367.23;PF06371.20;PF21356.3
gene-dib,PF00067.28
gene-didum,PF00063.28;PF00612.34;PF01843.26;PF25966.1
gene-dila,PF27681.1;PF27695.1
gene-dimm,PF00010.32
gene-disp,PF02460.25;PF12349.15
gene-dlg1,PF00018.35;PF00595.30;PF00625.28;PF07653.24;PF09058.16;PF13180.13;PF17820.8
gene-dlp,PF01153.26
gene-dlt,PF15296.12
gene-dmpd,PF00646.39
gene-dmrt11E,PF00751.24
gene-dmrt93B,PF00751.24;PF03474.21
gene-dmrt99B,PF00751.24;PF03474.21
gene-dnr1,PF00373.24;PF09379.17;PF13920.13
gene-dnt,PF00069.32;PF02019.25;PF07714.24
gene-dock,PF00017.31;PF00018.35;PF07653.24;PF08239.18;PF14604.13;PF17902.8
gene-dom,PF00176.30;PF00271.38;PF04851.22;PF07529.19;PF15790.10
gene-dop,PF00069.32;PF00595.30;PF07714.24;PF08926.17;PF17820.8
gene-dor,PF00637.27;PF05131.21;PF26148.1
gene-dos,PF00169.36
gene-dpa,PF00493.30;PF01078.28;PF07728.21;PF14551.12;PF17207.10;PF17855.8;PF21128.6
gene-dpp,PF00019.26;PF00688.25
gene-drd,PF01757.29;PF20146.5
gene-dre4,PF00557.30;PF08512.19;PF08644.18;PF14826.13;PF21091.3;PF24824.2
gene-drk,PF00017.31;PF00018.35;PF07653.24;PF14604.13
gene-drn,PF01428.24
gene-drongo,PF01412.24
gene-drosha,PF00035.33;PF00636.32;PF14622.12;PF22935.2;PF26050.1
gene-drpr,PF00053.31;PF12661.14;PF23106.2;PF23301.2;PF25024.1
gene-ds,PF00028.24;PF08266.19;PF08758.18;PF17756.8;PF17803.8;PF18957.7;PF22914.3;PF23592.1;PF25374.1;PF28393.1;PF28399.1
gene-dsb,PF01130.28
gene-dsd,PF00431.27;PF01437.32;PF13415.13;PF13418.13;PF13854.13;PF23106.2;PF24681.2;PF24972.2;PF24973.2;PF24981.2;PF25024.1
gene-dsf,PF00104.36;PF00105.25
gene-dsh,PF00595.30;PF00610.28;PF00778.24;PF02377.21
gene-dsx,PF00751.24;PF08828.16
