gene_id,kegg_ko
gene-Pex1,ko:K05093
gene-Pex1,ko:K13338
gene-Pex10,ko:K13346
gene-Pex11ab,ko:K13352
gene-Pex12,ko:K13345
gene-Pex13,ko:K13344
gene-Pex14,ko:K13343
gene-Pex16,ko:K13335
gene-Pex19,ko:K13337
gene-Pex2,ko:K06664
gene-Pex23,ko:K17988
gene-Pex3,ko:K13336
gene-Pex5,ko:K13342
gene-Pex5,ko:K20915
gene-Pex7,ko:K13341
gene-Pez,ko:K18025
gene-Pfas,ko:K01952
gene-Pfdn2,ko:K09549
gene-Pfdn4,ko:K09550
gene-Pfdn5,ko:K04797
gene-Pfdn6,ko:K04798
gene-Pfk,ko:K00850
gene-Pfrx,ko:K01103
gene-Pfrx,ko:K19028
gene-Pfrx,ko:K19029
gene-Pfrx,ko:K19030
gene-Pgam5,ko:K15637
gene-Pgant5,ko:K00710
gene-Pgant7,ko:K00710
gene-Pgant9,ko:K00710
gene-Pgd,ko:K00033
gene-Pgd,ko:K11511
gene-Pgi,ko:K01810
gene-Pgk,ko:K00927
gene-Pglym,ko:K01834
gene-Pgm1,ko:K01835
gene-Pgm1,ko:K15636
gene-Pgm2a,ko:K01835
gene-Pgm2a,ko:K11809
gene-Pgm2a,ko:K15779
gene-Pgrmc2,ko:K17278
gene-PhKgamma,ko:K00871
gene-Phax,ko:K14291
gene-Phb1,ko:K17080
gene-Phb2,ko:K17081
gene-PheRS-m,ko:K01889
gene-Phf5a,ko:K12834
gene-Phlpp,ko:K16340
gene-Phm,ko:K00504
gene-Phm,ko:K18200
gene-Phyhd1,ko:K00477
gene-Phyhd1,ko:K18741
gene-Pi-t1,ko:K08193
gene-Pi-t1,ko:K12301
gene-Pi3K21B,ko:K02649
gene-Pi3K59F,ko:K00914
gene-Pi3K68D,ko:K00923
gene-Pi3K92E,ko:K00922
gene-Pi4KIIIalpha,ko:K00888
gene-Pi4KIIalpha,ko:K13711
gene-Picot,ko:K08193
gene-Picot,ko:K12301
gene-Piezo,ko:K22128
gene-Pif1,ko:K15255
gene-Pis,ko:K00999
gene-Pisd,ko:K01613
gene-Pitslre,ko:K08818
gene-Pka-C1,ko:K04345
gene-Pka-C3,ko:K19584
gene-Pka-R1,ko:K04739
gene-Pka-R2,ko:K04739
gene-Pkc53E,ko:K02677
gene-Pkc53E,ko:K19662
gene-Pkc53E,ko:K19663
gene-Pkc98E,ko:K18050
gene-Pkcdelta,ko:K06068
gene-Pkcdelta,ko:K18050
gene-Pkcdelta,ko:K18052
gene-Pkn,ko:K06071
gene-Plap,ko:K14018
gene-Plc21C,ko:K05858
gene-Pld,ko:K01115
gene-PlexA,ko:K06820
gene-PlexB,ko:K06820
gene-PlexB,ko:K06821
gene-Pli,ko:K11964
gene-Plod,ko:K13647
gene-Pmm2,ko:K17497
gene-Pmp70,ko:K05677
gene-Pms2,ko:K10858
gene-Pngl,ko:K01456
gene-Pnn,ko:K13114
gene-PolD1,ko:K02327
gene-PolD2,ko:K02328
gene-PolE4,ko:K03004
gene-PolE4,ko:K03506
gene-PolI,ko:K03510
gene-Poldip3,ko:K12881
gene-Poldip3,ko:K22414
gene-Polr1C,ko:K03027
gene-Polr1F,ko:K03004
gene-Polr2D,ko:K03012
gene-Polr2D,ko:K11314
gene-Polr2M,ko:K21987
gene-Polr2M,ko:K22031
gene-Polr3A,ko:K03018
gene-Polr3C,ko:K03023
gene-Polr3E,ko:K14721
gene-Polr3F,ko:K03025
gene-Polr3G,ko:K03024
gene-Polr3H,ko:K03022
gene-Pomp,ko:K11599
gene-Pop1,ko:K01164
gene-Pop4,ko:K03538
gene-Pop5,ko:K03537
gene-Poxm,ko:K09382
gene-Poxn,ko:K09383
gene-Pp2C1,ko:K10147
gene-Pp4-19C,ko:K15423
gene-PpD3,ko:K04460
gene-PpD3,ko:K11800
gene-PpV,ko:K15498
gene-Ppa,ko:K10280
gene-Ppat-Dpck,ko:K02318
gene-Ppcdc,ko:K01598
gene-Ppcs,ko:K01922
gene-Ppib,ko:K03768
gene-Ppox,ko:K00231
gene-Ppox,ko:K06171
gene-Ppt1,ko:K01074
gene-Ppt2,ko:K01074
gene-PrBP,ko:K13758
gene-Prip,ko:K09866
gene-Prip,ko:K09867
gene-Prip,ko:K09884
gene-Prm,ko:K17751
gene-ProRS-m,ko:K01881
gene-Prosalpha2,ko:K02726
gene-Prosalpha3,ko:K02728
gene-Prosalpha4,ko:K02731
gene-Prosalpha5,ko:K02729
gene-Prosalpha6,ko:K02725
gene-Prosalpha6,ko:K13141
gene-Prosalpha7,ko:K02727
gene-Prosbeta1,ko:K02738
gene-Prosbeta1,ko:K02741
gene-Prosbeta2,ko:K02733
gene-Prosbeta2,ko:K02739
gene-Prosbeta3,ko:K02735
gene-Prosbeta5,ko:K02737
gene-Prosbeta5,ko:K02740
gene-Prosbeta6,ko:K02732
gene-Prosbeta7,ko:K02736
gene-Prp19,ko:K10599
gene-Prp3,ko:K12843
gene-Prp31,ko:K12844
gene-Prp38,ko:K12849
gene-Prp39,ko:K13217
gene-Prp40,ko:K12821
gene-Prp4k,ko:K08827
gene-Prp5,ko:K12811
gene-Prp6,ko:K12855
gene-Prp8,ko:K12856
gene-Prpk,ko:K08851
gene-Prps,ko:K00948
gene-Prx4,ko:K03386
gene-Prx5,ko:K11187
gene-Prx6a,ko:K11188
gene-Psa,ko:K08776
gene-Psat1,ko:K00831
gene-Psf,ko:K13214
gene-Psf,ko:K13219
gene-Psf2,ko:K10733
gene-Psi,ko:K13210
gene-Psn,ko:K04505
gene-Psn,ko:K04522
gene-Pten,ko:K01110
gene-Pten,ko:K18079
gene-Ptip,ko:K14972
gene-Ptp-h,ko:K14165
gene-Ptp36E,ko:K01273
gene-Ptp36E,ko:K06776
gene-Ptp69D,ko:K01104
gene-Ptp69D,ko:K18032
gene-Ptpmeg,ko:K18027
gene-Ptpmeg,ko:K18037
gene-Ptpmeg2,ko:K18038
gene-Ptx1,ko:K04686
gene-Ptx1,ko:K09356
gene-Ptx1,ko:K09357
gene-Pu,ko:K01495
gene-Pus1,ko:K06173
gene-Pus1,ko:K20674
gene-Pus10,ko:K07583
gene-Pvr,ko:K04362
gene-Pvr,ko:K05093
gene-Pvr,ko:K05096
gene-Pvr,ko:K05097
gene-Pvr,ko:K05098
gene-Pvr,ko:K08252
gene-Pym,ko:K14294
gene-Pyroxd1,ko:K16174
gene-R2D2,ko:K18420
gene-RASSF8,ko:K09855
gene-REG,ko:K06698
gene-REPTOR,ko:K21554
gene-RIOK1,ko:K07178
gene-RIOK2,ko:K07179
gene-RMI1,ko:K10990
gene-RMI1,ko:K15700
gene-RN-tre,ko:K20133
gene-RNaseX25,ko:K01166
gene-RPA2,ko:K10739
gene-RSG7,ko:K16449
gene-RYBP,ko:K11468
gene-RYBP,ko:K11469
gene-Rab1,ko:K07874
gene-Rab1,ko:K07875
gene-Rab10,ko:K07902
gene-Rab10,ko:K07903
gene-Rab11,ko:K07904
gene-Rab11,ko:K07905
gene-Rab14,ko:K07881
gene-Rab19,ko:K07930
gene-Rab2,ko:K07877
gene-Rab26,ko:K07913
gene-Rab26,ko:K07914
gene-Rab27,ko:K07885
gene-Rab27,ko:K07886
gene-Rab3,ko:K06108
gene-Rab3,ko:K07882
gene-Rab3,ko:K07883
gene-Rab3-GAP,ko:K19937
gene-Rab3-GEF,ko:K01886
gene-Rab32,ko:K07918
gene-Rab32,ko:K07923
gene-Rab35,ko:K07876
gene-Rab39,ko:K07924
gene-Rab39,ko:K07925
gene-Rab3GAP1,ko:K18270
gene-Rab4,ko:K07879
gene-Rab4,ko:K07880
gene-Rab4,ko:K07881
gene-Rab40,ko:K07928
gene-Rab5,ko:K07887
gene-Rab5,ko:K07888
gene-Rab5,ko:K07889
gene-Rab6,ko:K07893
gene-Rab6,ko:K07894
gene-Rab6,ko:K07895
gene-Rab7,ko:K07897
gene-Rab8,ko:K06109
gene-Rab8,ko:K07901
gene-Rab8,ko:K07902
gene-Rab8,ko:K07976
gene-Rab9,ko:K07899
gene-Rab9,ko:K07900
gene-RabGGTa,ko:K14050
gene-RabX4,ko:K07976
gene-Rabex-5,ko:K20131
gene-Rabex-5,ko:K21917
gene-Rack1,ko:K14753
gene-Rad1,ko:K02830
gene-Rad17,ko:K06662
gene-Rad23,ko:K10839
gene-Rad51D,ko:K10871
gene-Rad9,ko:K10994
gene-Rad9,ko:K10995
gene-Rae1,ko:K14298
gene-RagA-B,ko:K16185
gene-RagC-D,ko:K16186
gene-Rala,ko:K07834
gene-Ran,ko:K07936
gene-RanBP3,ko:K15304
gene-Ranbp16,ko:K18460
gene-Ranbp21,ko:K14289
gene-Rap1,ko:K04353
gene-Rap1,ko:K07836
gene-Rap2l,ko:K07837
gene-Rap2l,ko:K07838
gene-Rap2l,ko:K07839
gene-RapGAP1,ko:K17700
gene-RapGAP1,ko:K17708
gene-Ras64B,ko:K07830
gene-Ras85D,ko:K07827
gene-Ras85D,ko:K07828
gene-RasGAP1,ko:K08053
gene-RasGAP1,ko:K12380
gene-Rat1,ko:K12619
gene-Rbbp5,ko:K14961
gene-Rbfox1,ko:K14946
gene-Rbm13,ko:K14831
gene-Rbmx2,ko:K07919
gene-Rbmx2,ko:K13107
gene-Rbp,ko:K17591
gene-Rbp,ko:K19922
gene-Rbp1,ko:K12892
gene-Rbp6,ko:K14411
gene-Rbpn-5,ko:K12480
gene-Rbsn-5,ko:K12481
gene-Rcc1,ko:K11493
gene-Rcd-1,ko:K12606
gene-Rcd5,ko:K11674
gene-Rchy1,ko:K10144
gene-RecQ4,ko:K10730
gene-RecQ5,ko:K10902
gene-Reck,ko:K17461
gene-ReepB,ko:K17279
gene-Ref1,ko:K12881
gene-Regnase-1,ko:K18668
gene-Remo,ko:K08460
gene-Remo,ko:K08461
gene-Remo,ko:K08462
gene-Reps,ko:K20068
gene-Rev1,ko:K03515
gene-Rexo5,ko:K14570
gene-RfC38,ko:K10756
gene-RfC4,ko:K10755
gene-Rfk,ko:K00861
gene-Rfx,ko:K09173
gene-Rga,ko:K12605
gene-Rgl,ko:K08732
gene-Rgl,ko:K10839
gene-Rgl,ko:K17635
gene-Rgl,ko:K17639
gene-Rh5,ko:K04255
gene-Rh50,ko:K06580
gene-Rhau,ko:K13185
gene-Rhau,ko:K14442
gene-Rheb,ko:K07208
gene-Rho1,ko:K04513
gene-Rho1,ko:K07857
gene-RhoBTB,ko:K07868
gene-RhoGAP100F,ko:K20655
gene-RhoGAP102A,ko:K20631
gene-RhoGAP15B,ko:K12490
gene-RhoGAP15B,ko:K18439
gene-RhoGAP15B,ko:K18440
gene-RhoGAP19D,ko:K20315
gene-RhoGAP1A,ko:K08878
gene-RhoGAP1A,ko:K20629
gene-RhoGAP54D,ko:K20640
gene-RhoGAP5A,ko:K20630
gene-RhoGAP68F,ko:K18470
gene-RhoGAP68F,ko:K20411
gene-RhoGAP68F,ko:K20633
gene-RhoGAP71E,ko:K20641
gene-RhoGAP93B,ko:K20649
gene-RhoGAPp190,ko:K05732
gene-RhoGAPp190,ko:K13709
gene-RhoGDI,ko:K12462
gene-RhoGEF2,ko:K07532
gene-RhoGEF2,ko:K12331
gene-RhoL,ko:K04392
gene-Ric,ko:K07832
gene-Ric,ko:K07833
gene-Ric,ko:K07847
gene-Rich,ko:K20476
gene-Rilpl,ko:K20173
gene-Rim,ko:K15297
gene-Rim2,ko:K15116
gene-Rint1,ko:K20474
gene-Rip11,ko:K12484
gene-Rlip,ko:K08773
gene-Rme-8,ko:K09533
gene-Rnb,ko:K22499
gene-Rnf146,ko:K15700
gene-Rnmt,ko:K00565
gene-RnrL,ko:K10807
gene-Roc1a,ko:K03868
gene-Roc2,ko:K10611
gene-Roe1,ko:K03687
gene-Root,ko:K16469
gene-Rop,ko:K15292
gene-Rop,ko:K15300
gene-Ror,ko:K05122
gene-Ror,ko:K05123
gene-Ror,ko:K08252
gene-Rox8,ko:K13201
gene-Rox8,ko:K19041
gene-RpA-70,ko:K07466
gene-RpI1,ko:K02999
gene-RpI12,ko:K03000
gene-RpI135,ko:K03002
gene-RpII140,ko:K03010
gene-RpII15,ko:K03017
gene-RpII18,ko:K03014
gene-RpII215,ko:K03006
gene-RpII33,ko:K03011
gene-RpIII128,ko:K03021
gene-RpIIIC53,ko:K03026
gene-RpL10,ko:K02866
gene-RpL10Ab,ko:K02865
gene-RpL10Ab,ko:K04532
gene-RpL11,ko:K02868
gene-RpL11,ko:K10523
gene-RpL12,ko:K02870
gene-RpL13,ko:K02873
gene-RpL13A,ko:K02872
gene-RpL14,ko:K02875
gene-RpL15,ko:K02877
gene-RpL15,ko:K15276
gene-RpL17,ko:K02880
gene-RpL18,ko:K02883
gene-RpL18,ko:K21442
gene-RpL18A,ko:K02882
gene-RpL19,ko:K02885
gene-RpL21,ko:K02889
gene-RpL22,ko:K02891
gene-RpL23,ko:K02894
gene-RpL23A,ko:K02893
gene-RpL24,ko:K02896
gene-RpL24-like,ko:K02896
gene-RpL26,ko:K02898
gene-RpL27,ko:K02901
gene-RpL27A,ko:K02900
gene-RpL28,ko:K02903
gene-RpL29,ko:K02905
gene-RpL3,ko:K02925
gene-RpL30,ko:K02908
gene-RpL31,ko:K02910
gene-RpL32,ko:K02912
gene-RpL34,ko:K02915
gene-RpL35,ko:K02918
gene-RpL36,ko:K02920
gene-RpL36A,ko:K02929
gene-RpL37-1,ko:K02922
gene-RpL37A,ko:K02921
gene-RpL38,ko:K02923
gene-RpL4,ko:K02930
gene-RpL40,ko:K02927
gene-RpL5,ko:K02932
gene-RpL6,ko:K02934
gene-RpL7,ko:K02937
gene-RpL7A,ko:K02936
gene-RpL8,ko:K02938
gene-RpL9,ko:K02940
gene-RpLP0,ko:K02941
gene-RpLP0-like,ko:K14815
gene-RpLP1,ko:K02942
gene-RpLP2,ko:K02943
gene-RpS10b,ko:K02947
gene-RpS11,ko:K02949
gene-RpS12,ko:K02951
gene-RpS13,ko:K02953
gene-RpS14,ko:K02955
gene-RpS15,ko:K02958
gene-RpS15A,ko:K02957
gene-RpS16,ko:K02960
gene-RpS17,ko:K02962
gene-RpS18,ko:K02964
gene-RpS2,ko:K02981
gene-RpS20,ko:K02969
gene-RpS21,ko:K02971
gene-RpS23,ko:K02973
gene-RpS24,ko:K02974
gene-RpS25,ko:K02975
gene-RpS25,ko:K10886
gene-RpS26,ko:K02976
gene-RpS27,ko:K02978
gene-RpS27A,ko:K02977
gene-RpS27A,ko:K14842
gene-RpS28b,ko:K02979
gene-RpS29,ko:K02980
gene-RpS3,ko:K02985
gene-RpS30,ko:K02983
gene-RpS30,ko:K15708
gene-RpS3A,ko:K02984
gene-RpS4,ko:K02987
gene-RpS5,ko:K10846
gene-RpS5,ko:K18914
gene-RpS6,ko:K02991
gene-RpS7,ko:K02993
gene-RpS8,ko:K02995
gene-RpS9,ko:K02997
gene-Rpa3,ko:K10740
gene-Rpb10,ko:K03007
gene-Rpb10,ko:K11313
gene-Rpb11,ko:K03008
gene-Rpb12,ko:K03009
gene-Rpb5,ko:K03013
gene-Rpb7,ko:K03015
gene-Rpb7,ko:K09186
gene-Rpb8,ko:K03016
gene-Rpe,ko:K01783
gene-Rph,ko:K19916
gene-Rph,ko:K19917
gene-Rph,ko:K19918
gene-Rph,ko:K19938
gene-Rph,ko:K19939
gene-Rpi,ko:K01807
gene-Rpn1,ko:K03028
gene-Rpn10,ko:K03029
gene-Rpn11,ko:K03030
gene-Rpn12,ko:K03031
gene-Rpn13,ko:K06691
gene-Rpn13,ko:K20174
gene-Rpn2,ko:K03032
gene-Rpn3,ko:K03033
gene-Rpn5,ko:K03035
gene-Rpn6,ko:K03036
gene-Rpn7,ko:K03037
gene-Rpn8,ko:K03038
gene-Rpn9,ko:K03039
gene-Rpp21,ko:K03540
gene-Rpp25,ko:K14525
gene-Rpp30,ko:K03539
gene-Rpt1,ko:K03061
gene-Rpt2,ko:K03062
gene-Rpt3,ko:K03063
gene-Rpt4,ko:K03064
gene-Rpt4,ko:K20858
gene-Rpt5,ko:K03065
gene-Rpt6,ko:K03066
gene-Rrp4,ko:K03679
gene-Rrp40,ko:K03681
gene-Rrp42,ko:K12589
gene-Rrp45,ko:K03678
gene-Rrp45,ko:K12586
gene-Rrp46,ko:K12590
gene-Rrp5,ko:K14792
gene-Rrp6,ko:K12591
gene-Rs1,ko:K13181
gene-Rsf1,ko:K12896
gene-Rsph1,ko:K19755
gene-Rsph4a,ko:K19756
gene-Rsph9,ko:K19757
gene-RtGEF,ko:K05729
gene-RtGEF,ko:K07847
gene-RtGEF,ko:K13710
gene-Rtc1,ko:K11108
gene-RtcB,ko:K14415
gene-Rtca,ko:K01974
gene-Rtf1,ko:K15178
gene-Rtnl1,ko:K20721
gene-Rtnl1,ko:K20722
gene-RunxA,ko:K08367
gene-RunxA,ko:K09278
gene-RunxA,ko:K09279
gene-RunxA,ko:K09280
gene-RunxA,ko:K20213
gene-RunxA,ko:K20214
gene-RyR,ko:K04961
gene-RyR,ko:K04962
gene-RyR,ko:K04963
gene-RyR,ko:K17675
gene-S-Lap,ko:K11142
gene-S1P,ko:K08653
gene-S2P,ko:K07765
gene-S2P,ko:K09201
gene-S6k,ko:K04688
gene-S6kII,ko:K04373
gene-SA1,ko:K06671
gene-SA1,ko:K13055
gene-SAK,ko:K08863
gene-SC1,ko:K04834
gene-SC1,ko:K04837
gene-SC1,ko:K04856
gene-SC1,ko:K21862
gene-SC35,ko:K12891
gene-SCAR,ko:K05748
gene-SCAR,ko:K05753
gene-SCAR,ko:K06083
gene-SCAR,ko:K06220
gene-SCCRO,ko:K17822
gene-SCCRO3,ko:K17823
gene-SCCRO4,ko:K17824
gene-SCOT,ko:K01027
gene-SCRB3,ko:K13885
gene-SCRB4,ko:K13885
gene-SCaMC,ko:K14684
gene-SDR39U1,ko:K07071
gene-SERCA,ko:K05853
gene-SF1,ko:K13095
gene-SF2,ko:K12890
gene-SH3PX1,ko:K17923
gene-SIDL,ko:K20307
gene-SK,ko:K04942
gene-SK,ko:K04943
gene-SK,ko:K04944
gene-SK,ko:K04945
gene-SLO2,ko:K04946
gene-SLO2,ko:K04947
gene-SMC1,ko:K06636
gene-SMC1,ko:K19719
gene-SMC2,ko:K06674
gene-SMC3,ko:K06669
gene-SNRPG,ko:K11099
gene-SOCS2-12,ko:K04695
gene-SOCS2-12,ko:K04696
gene-SOCS2-12,ko:K04701
gene-SOCS5,ko:K04697
gene-SOCS5,ko:K04698
gene-SOCS5,ko:K04699
gene-SOCS6,ko:K04699
gene-SPZ1,ko:K20694
gene-SPoCk,ko:K01537
gene-SREBP,ko:K07197
gene-SREBP,ko:K09107
gene-SRPK,ko:K08831
gene-SRPK,ko:K08832
gene-SRPK,ko:K15409
gene-ST5,ko:K08145
gene-ST5,ko:K14258
gene-STUB1,ko:K09561
gene-STUB1,ko:K12735
gene-SWIP,ko:K18465
gene-Sam-S,ko:K00789
gene-SamDC,ko:K01611
gene-SamDC,ko:K15203
gene-Samtor,ko:K18849
gene-Sans,ko:K21878
gene-Sap-r,ko:K12382
gene-Sap130,ko:K19192
gene-Sap30,ko:K19202
gene-Sar1,ko:K01462
gene-Sar1,ko:K07953
gene-Sardh,ko:K00314
gene-Sas-4,ko:K11502
gene-Sas-6,ko:K16487
gene-Sas10,ko:K14767
gene-Sb,ko:K01312
gene-Sb,ko:K01315
gene-Sb,ko:K08670
gene-Sb,ko:K09614
gene-Sbat,ko:K20824
gene-Sbds,ko:K14574
gene-Sc2,ko:K10258
gene-Scamp,ko:K19995
gene-Sce,ko:K10695
gene-Scgbeta,ko:K12566
gene-Scm,ko:K11461
gene-Scm,ko:K11465
gene-Scox,ko:K03138
gene-Scox,ko:K07152
gene-ScpX,ko:K08764
gene-Scr,ko:K09304
gene-Scr,ko:K09305
gene-Scr,ko:K09306
gene-Scr,ko:K09311
gene-ScsbetaA,ko:K01900
gene-ScsbetaG,ko:K01900
gene-Sdc,ko:K16336
gene-SdhA,ko:K00234
gene-SdhD,ko:K00237
gene-SdhD,ko:K09518
gene-Sec10,ko:K19984
gene-Sec13,ko:K14004
gene-Sec15,ko:K19985
gene-Sec16,ko:K16681
gene-Sec20,ko:K08497
gene-Sec22,ko:K08517
gene-Sec23,ko:K14006
gene-Sec24AB,ko:K14007
gene-Sec24CD,ko:K14007
gene-Sec31,ko:K14005
gene-Sec5,ko:K17637
gene-Sec6,ko:K06110
gene-Sec61alpha,ko:K10956
gene-Sec61beta,ko:K09481
gene-Sec63,ko:K09540
gene-Sec71,ko:K18442
gene-Sec8,ko:K06111
gene-Seipin,ko:K19365
gene-SelR,ko:K07305
gene-SelT,ko:K22366
gene-Sem1,ko:K10881
gene-Sema1a,ko:K06841
gene-Sema1a,ko:K06842
gene-Sema2a,ko:K06842
gene-Sema5c,ko:K06841
gene-Sema5c,ko:K06842
gene-Septin1,ko:K16942
gene-Septin2,ko:K16939
gene-Septin2,ko:K16940
gene-Septin4,ko:K04557
gene-Septin4,ko:K06262
gene-Septin4,ko:K13737
gene-Septin4,ko:K16942
gene-Septin4,ko:K16943
gene-Ser,ko:K06052
gene-Ser,ko:K21635
gene-Ser-4,ko:K04153
gene-SerRS,ko:K01875
gene-SerRS-m,ko:K01875
gene-Sert,ko:K05037
gene-Set1,ko:K11422
gene-Set2,ko:K11423
gene-Set8,ko:K11428
gene-Setd3,ko:K19199
gene-Setx,ko:K10706
gene-Sf3a1,ko:K12825
gene-Sf3a2,ko:K12826
gene-Sf3b1,ko:K12828
gene-Sf3b2,ko:K12829
gene-Sf3b2,ko:K16061
gene-Sf3b3,ko:K12830
gene-Sf3b5,ko:K12832
gene-Sf3b5,ko:K19485
gene-Sf3b6,ko:K12833
gene-Sfxn1-3,ko:K03351
gene-Sgf11,ko:K11363
gene-Sgf29,ko:K11364
gene-Sgsh,ko:K01565
gene-Sgt1,ko:K12795
gene-Shab,ko:K04885
gene-Shab,ko:K04886
gene-Shal,ko:K04891
gene-Shal,ko:K04892
gene-Shal,ko:K04893
gene-Shal,ko:K13912
gene-Shark,ko:K17512
gene-Shaw,ko:K04887
gene-Shc,ko:K06279
gene-Shc,ko:K17447
gene-Shc,ko:K17448
gene-Shc,ko:K17449
gene-Shmt,ko:K00600
gene-SiaT,ko:K00778
gene-SiaT,ko:K00779
gene-Sik2,ko:K16311
gene-Sik2,ko:K19008
gene-Sik2,ko:K19009
gene-Sin1,ko:K18407
gene-Sin1,ko:K20410
gene-Sin3A,ko:K11644
gene-Sirt2,ko:K11412
gene-Sirt2,ko:K11413
gene-Sirt6,ko:K11416
gene-Sirt7,ko:K11416
gene-Sirt7,ko:K11417
gene-Ski6,ko:K11600
gene-SkpA,ko:K03094
gene-Slbp,ko:K18710
gene-Sld5,ko:K10735
gene-Slh,ko:K19998
gene-Slik,ko:K08836
gene-Slik,ko:K08837
gene-Slimp,ko:K01875
gene-Slimp,ko:K14821
gene-Slob,ko:K15104
gene-Slob,ko:K17543
gene-Slu7,ko:K12819
gene-SmB,ko:K11086
gene-SmB,ko:K11100
gene-SmD1,ko:K11087
gene-SmD2,ko:K11096
gene-SmD3,ko:K11088
gene-SmF,ko:K11098
gene-Smg5,ko:K11125
gene-Smg6,ko:K11124
gene-Smn,ko:K13129
gene-Smox,ko:K04500
gene-Smr,ko:K04650
gene-Sms,ko:K00802
gene-Smu1,ko:K13111
gene-Smug,ko:K10800
gene-Smurf,ko:K04678
gene-Smyd3,ko:K11426
gene-Smyd4-4,ko:K11426
gene-Snap29,ko:K08509
gene-Snapin,ko:K20002
gene-Snf4agamma,ko:K07200
gene-Snf4agamma,ko:K20346
gene-Snmp2,ko:K06259
gene-Snmp2,ko:K12384
gene-Snmp2,ko:K13885
gene-Snoo,ko:K18499
gene-Snr1,ko:K11648
gene-Snrk,ko:K08802
gene-Snup,ko:K13151
gene-Snx1,ko:K17917
gene-Snx16,ko:K17928
gene-Snx17,ko:K17929
gene-Snx21,ko:K17931
gene-Snx21,ko:K17932
gene-Snx27,ko:K17936
gene-Snx3,ko:K17918
gene-Snx6,ko:K17920
gene-Sod1,ko:K04565
gene-Sod2,ko:K04564
gene-Sos,ko:K03099
gene-Sox102F,ko:K09269
gene-Sox15,ko:K09270
gene-Sox21b,ko:K09267
gene-SoxB3,ko:K09267
gene-SoxN,ko:K09267
gene-SoxN,ko:K16796
gene-Sp1,ko:K09199
gene-Spase12,ko:K12946
gene-Spase22-23,ko:K12948
gene-Spase25,ko:K12947
gene-SpdS,ko:K00797
gene-Spf30,ko:K12839
gene-Spf45,ko:K12840
gene-Spg7,ko:K09552
gene-Sply,ko:K01634
gene-Sply,ko:K20704
gene-Spn,ko:K17551
gene-SppL,ko:K09598
gene-Spred,ko:K04703
gene-Sps1,ko:K01008
gene-Spt-I,ko:K00654
gene-Spt5,ko:K15172
gene-Spt6,ko:K11292
gene-Sptr,ko:K00072
gene-Sptz,ko:K19027
gene-Spx,ko:K07951
gene-Spx,ko:K12831
gene-Sqor,ko:K22470
gene-Sra-1,ko:K05749
gene-Sras,ko:K08658
gene-Src42A,ko:K04447
gene-Src42A,ko:K08892
gene-Src64B,ko:K05703
gene-Src64B,ko:K05704
gene-Src64B,ko:K08892
gene-Srp14,ko:K03104
gene-Srp19,ko:K03105
gene-Srp54,ko:K12899
gene-Srp54,ko:K13165
gene-Srp54k,ko:K03106
gene-Srp68,ko:K03107
gene-Srp72,ko:K03108
gene-Srp9,ko:K03109
gene-SrpRalpha,ko:K13431
gene-SrpRbeta,ko:K12272
gene-SrpRbeta,ko:K13343
gene-Srrm1,ko:K13171
gene-Srrm234,ko:K13172
gene-Srx,ko:K12260
gene-SsRbeta,ko:K13250
gene-Ssadh,ko:K15621
gene-Sse,ko:K02365
gene-Ssl1,ko:K03142
gene-Ssl1,ko:K14766
gene-Ssrp,ko:K09272
gene-Ssu72,ko:K15544
gene-St2,ko:K01016
gene-Stam,ko:K04705
gene-Start1,ko:K22291
gene-Stat92E,ko:K11223
gene-Stat92E,ko:K11224
gene-Stim,ko:K16059
gene-Stim,ko:K18196
gene-Stip1,ko:K04734
gene-Stip1,ko:K09553
gene-Stip1,ko:K16362
gene-Stlk,ko:K08271
gene-Stoml2,ko:K03364
gene-Strump,ko:K18464
gene-Stt3A,ko:K07151
gene-Stt3B,ko:K07151
gene-Su(H),ko:K06053
gene-Su(H),ko:K18196
gene-Su(P),ko:K05309
gene-Su(Tpl),ko:K15183
gene-Su(dx),ko:K05632
gene-Su(dx),ko:K05633
gene-Su(fu),ko:K06229
gene-Su(var)2-10,ko:K04706
gene-Su(var)2-10,ko:K16063
gene-Su(var)2-10,ko:K16064
gene-Su(var)3-3,ko:K11450
gene-Su(z)12,ko:K11463
gene-Sulf1,ko:K14607
gene-Sult,ko:K01016
gene-Sur,ko:K05032
gene-Sur,ko:K05033
gene-Sur-8,ko:K19613
gene-Surf1,ko:K14998
gene-Surf4,ko:K20369
gene-Suv3,ko:K17675
gene-Svil,ko:K10369
gene-Svip,ko:K14014
gene-Sxl,ko:K13201
gene-Sxl,ko:K18747
gene-Sym,ko:K06100
gene-Syn,ko:K19941
gene-Synd,ko:K20123
gene-Synj,ko:K20279
gene-Sys1,ko:K20318
gene-Syt14,ko:K19328
gene-Syt4,ko:K19904
gene-Syt4,ko:K19911
gene-Syt4,ko:K20674
gene-Syt7,ko:K19907
gene-Syti,ko:K15290
gene-Syti,ko:K19902
gene-Syti,ko:K19905
gene-Syx13,ko:K13814
gene-Syx16,ko:K08489
gene-Syx17,ko:K08491
gene-Syx18,ko:K08492
gene-Syx1A,ko:K04560
gene-Syx1A,ko:K08486
gene-Syx5,ko:K08490
gene-Syx6,ko:K08498
gene-Syx7,ko:K08488
gene-Syx7,ko:K13813
gene-T3dh,ko:K11173
gene-TAF1B,ko:K12880
